ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
CC	GO:0044438	microbody part	52/6611	98/18678	0.000249369328061632	0.00238729570064336	0.00174996019692373	ACSL1/LONP2/PEX10/MLYCD/NUDT19/ACOXL/PIPOX/ACOT2/ACBD5/PEX26/ACSL4/DECR2/ACSL3/SLC25A17/ABCD1/PAOX/IDE/FAR1/CRYM/PEX11G/HACL1/DDO/ECI2/FIS1/CROT/GRHPR/SYT7/FAR2/HSD17B4/ABCD3/CAT/SLC27A2/PEX11A/NUDT7/AGPS/AMACR/PEX1/TTC1/TYSND1/PEX11B/GNPAT/PXMP2/ABCD4/MPV17L/ACOX1/PEX12/MAVS/EHHADH/IMPDH2/NUDT12/PEX3/PEX2	52
CC	GO:0044439	peroxisomal part	52/6611	98/18678	0.000249369328061632	0.00238729570064336	0.00174996019692373	ACSL1/LONP2/PEX10/MLYCD/NUDT19/ACOXL/PIPOX/ACOT2/ACBD5/PEX26/ACSL4/DECR2/ACSL3/SLC25A17/ABCD1/PAOX/IDE/FAR1/CRYM/PEX11G/HACL1/DDO/ECI2/FIS1/CROT/GRHPR/SYT7/FAR2/HSD17B4/ABCD3/CAT/SLC27A2/PEX11A/NUDT7/AGPS/AMACR/PEX1/TTC1/TYSND1/PEX11B/GNPAT/PXMP2/ABCD4/MPV17L/ACOX1/PEX12/MAVS/EHHADH/IMPDH2/NUDT12/PEX3/PEX2	52
CC	GO:0030880	RNA polymerase complex	47/6611	87/18678	0.000281745210168995	0.0026617508013334	0.00195114411474373	TAF4/TRRAP/MYO6/TERT/TAF3/SUPT3H/POLR2F/POLR3B/RPRD2/RECQL5/TAF2/POLA1/RPAP2/TAF6L/RTF1/RPRD1A/POLR2B/POLR1C/CTR9/TAF5L/POLR3C/CDC73/GTF2H1/GTF2A2/POLR3E/POLR2A/KAT2A/POLR3H/POLR2H/GTF2H4/TAF11/MCM3/GTF2H5/WDR61/RPRD1B/TAF13/POLR2G/GTF2H3/GTF2A1/PAF1/ERCC3/POLR2D/GTF2E1/TADA3/CCNH/POLR3G/PEX2	47
CC	GO:1904115	axon cytoplasm	32/6611	54/18678	0.000291184378733761	0.00271519979130961	0.00199032384643719	AP3D1/SPG7/DLG2/DST/AP3S2/TERF2/BLOC1S5/RANGAP1/TRIM46/KIF3B/AP3B1/KIF1B/SPAST/KIF1C/BLOC1S3/AP3M1/ZC3H14/AP3B2/BLOC1S6/HAP1/TRAK2/OPA1/UCHL1/NEFL/SNAPIN/MAP1A/RAB27B/BLOC1S4/AP3S1/DTNBP1/KIF4A/FMR1	32
CC	GO:0043601	nuclear replisome	14/6611	18/18678	0.000298118787962367	0.00274422166355102	0.00201159775953014	TONSL/POLD3/CDC5L/POLA1/PRPF19/ERCC5/RPA1/MCM3/PURA/BCAS2/RPA2/SMARCAL1/PURB/XPA	14
CC	GO:0031253	cell projection membrane	142/6611	317/18678	0.00031187299076028	0.0028344912324795	0.00207776809300653	PIP5K1C/SLC9A3/SPATA13/DNM2/CNTNAP2/WWC1/MYO6/UTRN/MYO1C/SYNE2/HIP1R/SHANK3/IQCE/UNC5A/SHANK2/SPTBN5/KCNC3/PDE6B/ABCA7/ARHGEF4/LIMA1/TIAM1/GPER1/ARHGAP45/SCARB1/MACF1/PDE4A/PLXND1/SEPTIN2/ADGRV1/LCP1/KSR1/SLC1A2/CSPG4/ADORA2A/BBS9/APC2/INSR/PSD/GRK1/DIAPH1/CASK/SLC34A3/THEM4/EPS8/NF2/CLASP2/PTH1R/SYTL1/RAB35/EPB41L3/FSCN1/DOCK8/EFCAB7/WLS/CORO1C/ITGA3/DLG1/ARL13B/EVC/PDE9A/PRCD/TCTN2/NDRG4/DPP4/SLC5A1/SLC11A2/EPS15/ITGB1/TBC1D10C/TIRAP/AMN/CA4/BBS5/SH3YL1/SPTBN1/PSD4/FAM107A/MTMR9/ATP7A/EPS8L2/KANK1/ROM1/GPR161/APPL2/PODXL/DMTN/ABCA4/OPRD1/PLEKHA1/BBS1/C2CD5/ATP2B1/SPRY2/NME1/SLC46A1/MPP2/TRPV1/SLC39A6/PLAUR/FAP/ARPC2/ANTXR1/MAPRE1/FERMT1/BBS7/SLC26A2/CDHR2/BVES/HSP90AB1/FZD9/SMO/CDKL5/PROM2/APC/GPR157/PLEKHO1/TESC/MOSMO/ITGAV/KIRREL1/TCTN3/IFIT5/MTMR6/TTC8/CEACAM1/EHD3/TMEM17/PDXP/CTNNB1/SLC26A6/PKD2/CLTB/AQP1/SLC26A4/NAPEPLD/SGCE/TMEM67/SLC27A4/CA9/TLN1/DDX58	142
CC	GO:0044452	nucleolar part	74/6611	151/18678	0.000386824430763776	0.00343679641822872	0.00251927607259106	ACACA/BOP1/MLLT1/UTP4/IPO11/WDR43/DDX46/POLR2F/ESRRA/URB1/MTDH/IMP3/STOX1/NOP58/RRP1B/HERC4/PSPC1/NUFIP1/UBTF/MALT1/SMAD7/TRIM27/PRMT7/ZNF385B/TFCP2L1/LIPA/NOLC1/FOXA1/ORC6/MRI1/FBL/TAF1B/PES1/ICK/EN2/TOP1/DAB2/ARHGAP32/FAM111A/UBE2N/SUPT20H/B3GNT9/CCDC137/CDK12/NOL11/HOXB5/CD3EAP/WDR12/DSN1/NOP56/RAE1/RRP9/USO1/SMARCA5/TCOF1/RAI14/POP1/RRS1/DKC1/HEATR1/DCLRE1A/CHCHD1/DDX11/COIL/RPAIN/INO80C/IMP4/SNRPB2/SMARCB1/GAR1/RPP40/CDCA7L/TERF1/RPS6KA6	74
CC	GO:0042575	DNA polymerase complex	11/6611	13/18678	0.000387716587571764	0.00343679641822872	0.00251927607259106	CRCP/TERT/POLD3/POLE/POLE2/DNA2/POLG/REV3L/POLE4/CHRAC1/POLE3	11
CC	GO:0000151	ubiquitin ligase complex	104/6611	224/18678	0.00040565621382247	0.00355196538444553	0.00260369841991316	BCOR/FBXL17/MAEA/UBE2L3/TRAF2/MIB2/DCAF6/UBE2J2/BRCA1/ANAPC5/BABAM2/UBE4B/CUL5/DCAF4/ARIH2/UBE2E1/FBXO9/LMO7/RNF168/WWP1/ANAPC2/FBXO10/USP33/COP1/ANAPC7/CCNF/CDC27/KLHL8/KEAP1/BARD1/FBXO24/DCAF8/RNF2/FBXO2/CUL2/BTRC/FBXW8/FBXO21/BUB1B/SMURF2/TRPC4AP/FBXL2/FBXL7/CUL1/KLHL22/CACYBP/WDR26/PCGF6/BMI1/UBE2D1/HSPA8/ANAPC15/UBE2N/KCTD10/FBXL3/CDC16/DET1/MED31/MED11/DCAF17/UBE2V1/LZTR1/ANAPC4/KLHL2/PDCD6/UBE3D/RNF8/GPR37/DCAF13/KLHL9/DNAJA1/CBX7/UBE4A/ERCC8/FBXO25/MED27/GLMN/PINK1/FBH1/TRIM21/SUGT1/ASB2/NEDD4/SPOP/MED1/FBXO27/GID8/DEPDC5/KBTBD8/CRBN/ATG3/DCAF16/TSPAN17/FBXO4/SKP2/RING1/CUL9/FBXL4/HSPA1B/RNF20/UBE2A/MED12/BRCC3/KLHL13	104
CC	GO:0005777	peroxisome	65/6611	130/18678	0.000425847462681594	0.00363998188339744	0.00266821718472177	ACSL1/LONP2/PEX10/MLYCD/NUDT19/ACOXL/PIPOX/SZT2/ACOT2/ACBD5/TRIM37/PEX26/ACAD11/ACSL4/DECR2/ACSL3/SLC25A17/ABCD1/PAOX/IDE/FAR1/CRYM/PEX11G/HACL1/DDO/PEX6/ECI2/FIS1/CROT/GRHPR/SYT7/FAR2/HSD17B4/MUL1/ABCD3/CAT/DNM1L/SLC27A2/PEX11A/NUDT7/ZADH2/AGPS/AMACR/AOC1/PEX1/HSDL2/TTC1/MARC2/TYSND1/PMVK/PEX11B/GNPAT/PXMP2/LACC1/ABCD4/MPV17L/ACOX1/PEX12/MAVS/EHHADH/IMPDH2/NUDT12/ISOC1/PEX3/PEX2	65
CC	GO:0042579	microbody	65/6611	130/18678	0.000425847462681594	0.00363998188339744	0.00266821718472177	ACSL1/LONP2/PEX10/MLYCD/NUDT19/ACOXL/PIPOX/SZT2/ACOT2/ACBD5/TRIM37/PEX26/ACAD11/ACSL4/DECR2/ACSL3/SLC25A17/ABCD1/PAOX/IDE/FAR1/CRYM/PEX11G/HACL1/DDO/PEX6/ECI2/FIS1/CROT/GRHPR/SYT7/FAR2/HSD17B4/MUL1/ABCD3/CAT/DNM1L/SLC27A2/PEX11A/NUDT7/ZADH2/AGPS/AMACR/AOC1/PEX1/HSDL2/TTC1/MARC2/TYSND1/PMVK/PEX11B/GNPAT/PXMP2/LACC1/ABCD4/MPV17L/ACOX1/PEX12/MAVS/EHHADH/IMPDH2/NUDT12/ISOC1/PEX3/PEX2	65
CC	GO:0005769	early endosome	150/6611	340/18678	0.000496176522731692	0.00419123227436888	0.00307230045035104	ATP11A/ATP9A/STEAP2/CNTNAP2/ECPAS/HGS/ABCA7/TMEM184A/MIB2/GPER1/SGK3/C8orf44-SGK3/MVB12B/CCDC154/HSD17B6/LDLRAD4/ANKRD27/PMEPA1/MAPK1/MME/VAC14/RPS6KC1/LMTK2/ANKFY1/VPS8/ASTN2/ANKRD13B/WDR81/KIFC1/RAP1A/PICALM/TFRC/EGFR/ZFYVE9/PTP4A2/EPHA8/HSPD1/TMEM230/NF2/INPP5B/NIPA2/RAB31/WLS/NIPA1/EHD4/CLCN3/TRIM27/GPNMB/BOK/SLC11A2/IGF2R/LDLRAP1/RAB4A/SORT1/RUSC1/EPS15/SNX27/INPP5F/TMEM9B/TRIM3/VPS29/VPS33B/SNX1/LLGL1/MYO1B/PTPN1/APPL1/ACKR2/CMTM6/HYAL3/TMEM165/F2RL1/ZFYVE16/WASHC5/ENTR1/USP10/DNER/ARC/BACE1/APPL2/CHMP1A/CORO1A/SPHK1/TMEM127/SNX4/MARCH3/KIAA0319/VPS26A/SNX19/LRP6/WASHC4/PHETA1/UHRF1BP1L/SNX6/MAP2K1/SH3GL3/ARRDC4/CLN3/DERL2/CLIP3/TGFBRAP1/STAMBP/TRAK2/SNX21/RFTN1/EPHA3/ANK2/MARCH1/HLA-F/SNX13/DBNL/AP4M1/SLC9A6/CLCN4/PLA2G4B/HPS6/WASHC3/WDFY2/USP8/PIKFYVE/DTX3L/LNPEP/PSEN2/RAB29/NCSTN/MARCH8/WASHC2C/WASHC2A/EEA1/VPS33A/GGA2/VPS35/GGA3/PHB/APOE/CXCR4/ALS2/RAB22A/KIF16B/DNAJC13/F2R/FIG4/HFE/STX7/NAPEPLD/STEAP4/DERL1/SNX16/OCRL/MMGT1	150
CC	GO:0032587	ruffle membrane	48/6611	91/18678	0.000506707949922921	0.00423042218656578	0.00310102784530551	PIP5K1C/SPATA13/DNM2/WWC1/MYO6/MYO1C/HIP1R/ABCA7/ARHGEF4/TIAM1/ARHGAP45/MACF1/PDE4A/LCP1/KSR1/PSD/DIAPH1/THEM4/EPS8/NF2/CLASP2/CORO1C/PDE9A/ITGB1/TIRAP/SH3YL1/PSD4/FAM107A/MTMR9/EPS8L2/KANK1/APPL2/PLEKHA1/C2CD5/SPRY2/NME1/FAP/FERMT1/CDKL5/APC/PLEKHO1/TESC/ITGAV/IFIT5/MTMR6/PDXP/TLN1/DDX58	48
CC	GO:0005667	transcription factor complex	122/6611	270/18678	0.000526721370335634	0.0043242421340479	0.00316980071400667	ZFPM1/ZFHX3/SKI/TAF4/CTBP1/BRF1/TRRAP/HIPK2/PITX2/GTF3C1/PRKDC/RB1/SNAPC4/RUNX1/TAF3/MEF2B/SUPT3H/CARM1/RUNX2/ATF7IP/MAX/SMAD3/TBX2/MEIS1/SATB2/VDR/PMF1/PARP1/MXI1/ALX4/TCF4/AHR/NPAS2/HOXA9/WWTR1/LEF1/RBM14/HNF1B/GATA6/SMAD7/PPARG/TAF2/NONO/SMAD6/TCF7L2/RARG/PITX1/MLXIPL/HDAC1/CREG1/BCL9/BARX2/TAF6L/TEAD1/TFDP1/ARNT2/SOX9/HOXB13/SNF8/E2F6/GTF3C2/TAF1B/XRCC6/HCLS1/GTF3C6/ATF6B/LDB1/SIX1/DMBX1/E2F3/TAF5L/HNRNPU/USF1/E2F2/SFPQ/SPI1/GTF2H1/CDK4/NAA16/GSC/GTF2A2/KAT2A/CD3EAP/E2F1/PKNOX1/RIOX2/GEMIN5/SUB1/GTF2H4/TAF11/GCM1/GTF2H5/HSP90AB1/SCX/GTF3C5/POU3F2/HOXA11/MED27/PYGO2/KDM1A/TAF13/IVNS1ABP/MTA2/GTF2H3/CDK2/ARNTL2/KLF5/APEX1/GTF2A1/CBFB/CEBPA/TRIM28/ATF5/ERCC3/MAFB/GTF2E1/CTNNB1/TADA3/CLOCK/GTF2H2C/HNRNPAB/CCNH	122
CC	GO:0031968	organelle outer membrane	90/6611	191/18678	0.000529990679381915	0.0043242421340479	0.00316980071400667	ACSL1/SYNE2/CPT1A/NAV3/RHOT2/SYNE1/BNIP3L/TRIM14/MFN2/BNIP3/CPT1C/HK1/SARM1/HK2/MAOA/MIGA1/CPTP/HADHB/CASP8/CYB5B/CCDC155/STARD7/ITPR3/SLC44A1/ACSL4/DDX3X/CYB5A/BOK/SLC11A2/ACSL3/RNF185/MIGA2/DNAJC11/NLRX1/BRI3BP/LETMD1/PGAM5/ACACB/MYO19/SYNE4/ABCB6/MFN1/CISD2/FIS1/MTERF3/AGPAT5/AKAP1/RMDN3/MTOR/MUL1/PI4KB/GPAM/TMEM109/TIGAR/DNM1L/NUTF2/NME1/QTRT1/CPT1B/TOMM70/OPA1/VDAC1/AGK/GHRHR/TOMM5/ARMCX3/MARC2/MARC1/CNP/BPHL/PINK1/ACSL5/CISD1/VAMP1/SPART/SYNJ2BP/UBB/PHB/TOMM40/ATP5MC3/MTX2/FAM210B/MAVS/SAMM50/SLC25A46/LTC4S/RTN4IP1/WASF1/SIGMAR1/GK	90
CC	GO:0097014	ciliary plasm	52/6611	101/18678	0.000645177952054493	0.00519146478608634	0.00380550123595246	SEPTIN9/ATG7/IFT140/DNAH8/DNAL1/SEPTIN2/GLI2/CENPF/ARMC4/ATG5/RPGRIP1/RPGRIP1L/GAS8/SPAG16/INPP5E/KIF19/PRKAR1A/PRKAR2A/ARL13B/NEK4/GLI3/WDR34/ARFGEF2/GLI1/PIK3C3/CCDC151/BBS5/PIK3R4/TTLL3/TRAF3IP1/SPATA7/WDR11/CCDC65/CFAP54/DNAAF1/DRC3/TUBB4A/DNAH7/CFAP61/MAK/SEPTIN7/DNAH5/TCTEX1D2/RSPH9/CCSAP/CFAP43/MNS1/CCDC103/WDR35/CFAP221/MAATS1/IFT57	52
CC	GO:0005778	peroxisomal membrane	33/6611	58/18678	0.00065797116369618	0.00519146478608634	0.00380550123595246	ACSL1/PEX10/ACBD5/PEX26/ACSL4/DECR2/ACSL3/SLC25A17/ABCD1/FAR1/PEX11G/FIS1/SYT7/FAR2/HSD17B4/ABCD3/CAT/SLC27A2/PEX11A/AGPS/PEX1/TTC1/PEX11B/GNPAT/PXMP2/ABCD4/MPV17L/ACOX1/PEX12/MAVS/IMPDH2/PEX3/PEX2	33
CC	GO:0031903	microbody membrane	33/6611	58/18678	0.00065797116369618	0.00519146478608634	0.00380550123595246	ACSL1/PEX10/ACBD5/PEX26/ACSL4/DECR2/ACSL3/SLC25A17/ABCD1/FAR1/PEX11G/FIS1/SYT7/FAR2/HSD17B4/ABCD3/CAT/SLC27A2/PEX11A/AGPS/PEX1/TTC1/PEX11B/GNPAT/PXMP2/ABCD4/MPV17L/ACOX1/PEX12/MAVS/IMPDH2/PEX3/PEX2	33
CC	GO:0101031	chaperone complex	14/6611	19/18678	0.000762606748418877	0.0059516483191821	0.00436273883534827	PTGES3/CCT3/CCT6A/CDC37/STIP1/HSPA8/CCT7/CCT8/CCT5/TCP1/HSP90AB1/PPP5C/CCT2/BAG2	14
CC	GO:0019867	outer membrane	90/6611	193/18678	0.000805007629792719	0.00621500514184056	0.00455578737856661	ACSL1/SYNE2/CPT1A/NAV3/RHOT2/SYNE1/BNIP3L/TRIM14/MFN2/BNIP3/CPT1C/HK1/SARM1/HK2/MAOA/MIGA1/CPTP/HADHB/CASP8/CYB5B/CCDC155/STARD7/ITPR3/SLC44A1/ACSL4/DDX3X/CYB5A/BOK/SLC11A2/ACSL3/RNF185/MIGA2/DNAJC11/NLRX1/BRI3BP/LETMD1/PGAM5/ACACB/MYO19/SYNE4/ABCB6/MFN1/CISD2/FIS1/MTERF3/AGPAT5/AKAP1/RMDN3/MTOR/MUL1/PI4KB/GPAM/TMEM109/TIGAR/DNM1L/NUTF2/NME1/QTRT1/CPT1B/TOMM70/OPA1/VDAC1/AGK/GHRHR/TOMM5/ARMCX3/MARC2/MARC1/CNP/BPHL/PINK1/ACSL5/CISD1/VAMP1/SPART/SYNJ2BP/UBB/PHB/TOMM40/ATP5MC3/MTX2/FAM210B/MAVS/SAMM50/SLC25A46/LTC4S/RTN4IP1/WASF1/SIGMAR1/GK	90
CC	GO:0005774	vacuolar membrane	165/6611	382/18678	0.000878502008019271	0.00671026001870039	0.00491882423303063	RPTOR/PNPLA7/PRKD1/AP3D1/GNA11/AP2A2/ABCA2/ATP11A/SPPL2B/CLCN7/LPCAT1/ABCB9/GAA/TPCN2/MYO6/SLC30A4/TRPM2/AP1B1/TECPR1/SCARB1/MFSD12/ATP6V1D/DNAJC5/RAB3D/NPRL3/ANKFY1/TMEM175/AHNAK/SBF2/CLTC/AP1S3/OSTM1/TPCN1/WDR81/SLC38A9/CKAP4/MCOLN1/TMEM192/SZT2/MREG/ABHD6/GNAI1/TMEM63A/SPHK2/AP5B1/SLC12A4/RNF13/TMEM79/ATP13A2/NFAM1/CTNS/DPP4/KIAA1324/SLC11A2/WDR24/AP3B1/IGF2R/ABCD1/GLMP/SORT1/GBA/SLC29A3/TMEM9B/PRCP/SIDT2/SLC48A1/VPS33B/SPPL2A/ABCC11/ATP6V0A1/RAB37/AP1M1/MARCH2/SLC30A3/STK11IP/CMTM6/SLC49A4/TMEM165/MFSD8/SNX14/ENPP1/MIOS/ENTPD4/GNAQ/GPR143/ARRB1/SYT7/SLC44A2/MTOR/ACPP/GNB4/DAB2/SLC30A2/PQLC2/WDR11/AP3M1/HSPA8/CYB561A3/TMEM138/AP5M1/CLN3/SEH1L/KXD1/KPTN/RPN2/ATP8A1/MARCH1/ANXA6/HLA-F/HSP90AB1/STARD3NL/ATP6V1C1/STX17/SURF4/ATP11C/VAMP7/ATP6V0D1/SLC36A1/ACP2/HPS6/AP5S1/DTX3L/LNPEP/ATG9B/CPNE3/GNAI3/ATP6V0B/SNAPIN/NCSTN/BORCS7/MARCH8/ATP6V0A2/MARCH9/VPS33A/C12orf66/M6PR/CLN5/ABCD4/VPS35/GABARAPL2/ABCA5/PLEKHM1/RMC1/NAPG/BORCS8/RDH14/YWHAB/CTSA/DEPDC5/DNAJC13/AP2M1/NPRL2/ATP6V1A/GOPC/ABCC10/STX7/CCZ1B/CCZ1/TMEM106B/HGSNAT/ATP6V1B2/MAGT1/UBA1/AP1S2/CLCN5	165
CC	GO:1990391	DNA repair complex	19/6611	29/18678	0.000916007992191948	0.00692309198309283	0.00507483652183905	PRKDC/POLD1/ATM/MSH6/SLX4/LIG4/TP53BP1/SWSAP1/ERCC5/XRCC1/XRCC5/XRCC6/ATP23/ZSWIM7/DCLRE1C/ERCC8/KDM1A/XPC/XRCC4	19
CC	GO:0071564	npBAF complex	10/6611	12/18678	0.000935321188698441	0.00699542305714043	0.00512785739418005	SMARCA4/SMARCC1/SMARCA2/ACTL6A/SMARCC2/SMARCD1/SMARCE1/SS18/SMARCB1/PHF10	10
CC	GO:0005930	axoneme	51/6611	100/18678	0.000957058429458167	0.00708420569433984	0.00519293776157443	SEPTIN9/ATG7/IFT140/DNAH8/DNAL1/SEPTIN2/GLI2/CENPF/ARMC4/ATG5/RPGRIP1/RPGRIP1L/GAS8/SPAG16/INPP5E/KIF19/PRKAR1A/PRKAR2A/ARL13B/GLI3/WDR34/ARFGEF2/GLI1/PIK3C3/CCDC151/BBS5/PIK3R4/TTLL3/TRAF3IP1/SPATA7/WDR11/CCDC65/CFAP54/DNAAF1/DRC3/TUBB4A/DNAH7/CFAP61/MAK/SEPTIN7/DNAH5/TCTEX1D2/RSPH9/CCSAP/CFAP43/MNS1/CCDC103/WDR35/CFAP221/MAATS1/IFT57	51
CC	GO:0001650	fibrillar center	64/6611	131/18678	0.00102194148384971	0.00748728556534784	0.0054884075394721	ACACA/MLLT1/UTP4/IPO11/WDR43/DDX46/POLR2F/ESRRA/URB1/MTDH/STOX1/NOP58/HERC4/PSPC1/NUFIP1/UBTF/MALT1/SMAD7/TRIM27/PRMT7/ZNF385B/TFCP2L1/LIPA/NOLC1/FOXA1/ORC6/MRI1/FBL/ICK/EN2/TOP1/DAB2/ARHGAP32/FAM111A/UBE2N/SUPT20H/B3GNT9/CCDC137/CDK12/HOXB5/CD3EAP/DSN1/NOP56/RAE1/USO1/SMARCA5/TCOF1/RAI14/RRS1/DKC1/HEATR1/DCLRE1A/CHCHD1/DDX11/COIL/RPAIN/INO80C/IMP4/SNRPB2/SMARCB1/GAR1/CDCA7L/TERF1/RPS6KA6	64
CC	GO:1904813	ficolin-1-rich granule lumen	61/6611	124/18678	0.00106495216415532	0.00772359246326786	0.00566162766696075	PFKL/ATG7/MAPK1/ALDOA/KPNB1/HUWE1/CANT1/ASAH1/CTSH/ACLY/HSP90AA1/CAPN1/APAF1/CFD/GPI/PSMC2/DDX3X/PDAP1/PSMA5/GNS/HMGB1/PNP/PSMD12/LRG1/XRCC6/GUSB/PRDX4/CRISPLD2/COTL1/PKM/AGL/ARPC5/COMMD3/CAT/HSPA8/PSMD11/PSMD14/CCT8/HSP90AB1/CDK13/IMPDH1/DBNL/OSTF1/VCP/PSMB7/PGM1/PSMC3/DERA/PLEKHO2/PSMD3/ACTR2/PSMD2/GYG1/IMPDH2/PSMD6/APEH/PGM2/DYNLT1/PSMB1/HSPA1B/ALAD	61
CC	GO:0000315	organellar large ribosomal subunit	31/6611	55/18678	0.00117494994963125	0.00831594271898124	0.00609583838072221	MRPL33/MRPL20/MRPL4/MPV17L2/MRPL45/MRPL11/MRPL14/MRPL21/MRPL16/MRPL42/MRPL57/MRPL28/MRPL36/MALSU1/MRPL13/MRPL15/MRPL27/MRPL47/MRPL24/MRPL17/MRPL51/MRPL46/MRPL19/MRPL35/MRPL30/MRPL39/MRPL40/MRPL3/MRPL18/MRPL32/MRPL50	31
CC	GO:0005762	mitochondrial large ribosomal subunit	31/6611	55/18678	0.00117494994963125	0.00831594271898124	0.00609583838072221	MRPL33/MRPL20/MRPL4/MPV17L2/MRPL45/MRPL11/MRPL14/MRPL21/MRPL16/MRPL42/MRPL57/MRPL28/MRPL36/MALSU1/MRPL13/MRPL15/MRPL27/MRPL47/MRPL24/MRPL17/MRPL51/MRPL46/MRPL19/MRPL35/MRPL30/MRPL39/MRPL40/MRPL3/MRPL18/MRPL32/MRPL50	31
CC	GO:0009295	nucleoid	25/6611	42/18678	0.00120439383954081	0.00831594271898124	0.00609583838072221	TERT/ATAD3A/DHX30/HADHB/ATP5F1B/SUPV3L1/LRRC59/FASTKD5/MPG/TFB2M/DNA2/POLG/ELAC2/FASTKD2/GRSF1/VDAC1/TWNK/TFAM/MTERF2/DDX28/POLDIP2/TEFM/TRMT10C/SSBP1/MTERF1	25
CC	GO:0042645	mitochondrial nucleoid	25/6611	42/18678	0.00120439383954081	0.00831594271898124	0.00609583838072221	TERT/ATAD3A/DHX30/HADHB/ATP5F1B/SUPV3L1/LRRC59/FASTKD5/MPG/TFB2M/DNA2/POLG/ELAC2/FASTKD2/GRSF1/VDAC1/TWNK/TFAM/MTERF2/DDX28/POLDIP2/TEFM/TRMT10C/SSBP1/MTERF1	25
CC	GO:0001726	ruffle	79/6611	168/18678	0.00120453766403071	0.00831594271898124	0.00609583838072221	PIP5K1C/SPATA13/CLIP1/DNM2/WWC1/MYO6/MYO1C/HIP1R/ABCA7/ARHGEF4/LIMA1/TIAM1/ARHGAP45/MACF1/PDE4A/CTTN/LCP1/KSR1/PSD/ACTN1/DIAPH1/THEM4/EPS8/NF2/CLASP2/ARHGEF26/INPP5E/CARMIL2/FSCN1/S100A11/RDX/CORO1C/PDE9A/PTK6/COBL/ITGB1/TIRAP/SH3YL1/PSD4/APPL1/FAM107A/RASA1/SH2B2/MTMR9/EPS8L2/KANK1/CAPG/VIL1/APPL2/SNX9/PODXL/PLEKHA1/C2CD5/SPRY2/TRPM7/NME1/FAP/FERMT1/KLHL2/CD2AP/DBNL/CDKL5/APC/PLEKHO1/TESC/ITGB1BP1/ITGAV/IFIT5/MTMR6/ALS2/RAB22A/PLCG1/PDXP/ATP6V1B2/FGD3/TLN1/DDX58/FGD1/MTM1	79
CC	GO:0071565	nBAF complex	11/6611	14/18678	0.00122692711773488	0.00838984448127279	0.00615001061521242	SMARCA4/SMARCC1/SS18L1/ARID1B/SMARCA2/DPF1/DPF3/SMARCC2/SMARCD1/SMARCE1/SMARCB1	11
CC	GO:0030119	AP-type membrane coat adaptor complex	24/6611	40/18678	0.00128614113040492	0.00871178614745971	0.00638600362663811	AP2A2/AP4S1/AP1B1/HIP1/AP3S2/TBC1D5/PICALM/AP5B1/AP3B1/EPS15/VPS33B/AP4E1/AP1M1/KIAA1107/AP3M1/AP5M1/AP3B2/AP4M1/AP5S1/VPS33A/AP1G2/AP2M1/AP3S1/AP1S2	24
CC	GO:0016591	RNA polymerase II, holoenzyme	38/6611	71/18678	0.00131294934359953	0.00881025821219124	0.00645818663846301	TAF4/TRRAP/MYO6/TAF3/SUPT3H/POLR2F/RPRD2/RECQL5/TAF2/RPAP2/TAF6L/RTF1/RPRD1A/POLR2B/CTR9/TAF5L/CDC73/GTF2H1/GTF2A2/POLR2A/KAT2A/POLR2H/GTF2H4/TAF11/GTF2H5/WDR61/RPRD1B/TAF13/POLR2G/GTF2H3/GTF2A1/PAF1/ERCC3/POLR2D/GTF2E1/TADA3/CCNH/PEX2	38
CC	GO:0030992	intraciliary transport particle B	12/6611	16/18678	0.00145209929312733	0.00960908580547015	0.007043751506722	IFT88/IFT81/IFT74/TRAF3IP1/IFT172/IFT80/TTC26/HSPB11/IFT20/IFT27/IFT57/IFT22	12
CC	GO:0005802	trans-Golgi network	90/6611	196/18678	0.00145876093704213	0.00960908580547015	0.007043751506722	PRKD1/AP4S1/ATP9A/DNM2/AP1B1/GCNT1/GPER1/BIRC6/MYO18A/MME/NBEA/CLTC/CHID1/AP1S3/SYT17/KIF13A/VPS54/TMEM230/CLASP2/COG8/RAB31/TMEM79/WLS/USP6NL/BECN1/CLTCL1/PLOD3/BOK/ARFGEF2/SLC10A7/VPS53/KIAA1324/RELCH/IGF2R/GBA/AP4E1/LLGL1/C17orf75/CA4/AP1M1/MYO1B/CHST2/TMEM165/RHOBTB3/ATP7A/YIPF6/BACE1/SCAMP5/SNX9/PLEKHA8/WDR11/PHETA1/CLN3/STX4/RAB8A/CLIP3/GCC2/SMPD4/ARFRP1/ATP2C1/MARCH1/VPS52/GSAP/AP4M1/ARFGEF1/GOLGA1/VAMP7/RAB29/YIPF1/ARL1/MARCH9/M6PR/CCDC91/COG6/GGA2/COG4/GGA3/STX10/ATG9A/TGOLN2/CBY1/LAP3/SCOC/CLTB/SCAMP1/FAM91A1/RIC1/RABEPK/OCRL/AP1S2	90
